ticket,signal,is_long,profit,bars,close_time,reason,run
17,EMA_CROSS_BULL,True,186.64047177658176,13,2023-03-03 12:00:00,TP2,B_filtered
18,EMA_CROSS_BULL,True,-113.50435351767874,1,2023-03-06 16:00:00,SL,B_filtered
19,EMA_CROSS_BULL,True,-112.97439389477586,3,2023-03-08 14:00:00,SL,B_filtered
20,EMA_CROSS_BULL,True,90.08200412184806,6,2023-03-09 05:00:00,TP1,B_filtered
20,EMA_CROSS_BULL,True,0.49999999999954525,7,2023-03-09 06:00:00,SL,B_filtered
21,EMA_CROSS_BEAR,False,92.67941792018917,5,2023-03-09 14:00:00,TP1,B_filtered
21,EMA_CROSS_BEAR,False,0.34999999999968173,6,2023-03-09 15:00:00,SL,B_filtered
22,EMA_CROSS_BEAR,False,93.6439916562241,4,2023-03-17 05:00:00,TP1,B_filtered
22,EMA_CROSS_BEAR,False,177.4307210328477,8,2023-03-17 09:00:00,TP2,B_filtered
23,EMA_CROSS_BULL,True,-113.07989572109818,4,2023-03-23 12:00:00,SL,B_filtered
24,EMA_CROSS_BULL,True,-114.36944670278855,4,2023-03-23 19:00:00,SL,B_filtered
25,EMA_CROSS_BULL,True,94.81579020923631,8,2023-03-27 16:00:00,TP1,B_filtered
25,EMA_CROSS_BULL,True,200.78637926661597,11,2023-03-27 19:00:00,TP2,B_filtered
26,EMA_CROSS_BULL,True,-116.81331414357237,10,2023-03-29 05:00:00,SL,B_filtered
27,EMA_CROSS_BEAR,False,94.44258127102876,7,2023-03-31 18:00:00,TP1,B_filtered
27,EMA_CROSS_BEAR,False,188.88516254205751,18,2023-04-03 05:00:00,TP2,B_filtered
28,EMA_CROSS_BULL,True,98.84157204477708,6,2023-04-05 08:00:00,TP1,B_filtered
28,EMA_CROSS_BULL,True,203.6735423953021,13,2023-04-05 15:00:00,TP2,B_filtered
29,EMA_CROSS_BEAR,False,100.43073587379968,12,2023-04-06 23:00:00,TP1,B_filtered
29,EMA_CROSS_BEAR,False,190.28981533983097,12,2023-04-06 23:00:00,TP2,B_filtered
30,EMA_CROSS_BEAR,False,-123.4898501432426,6,2023-04-13 17:00:00,SL,B_filtered
31,EMA_CROSS_BEAR,False,-123.3718395766175,3,2023-04-14 10:00:00,SL,B_filtered
32,EMA_CROSS_BEAR,False,102.42149705424117,6,2023-04-14 22:00:00,TP1,B_filtered
32,EMA_CROSS_BEAR,False,204.84299410848234,7,2023-04-14 23:00:00,TP2,B_filtered
33,EMA_CROSS_BULL,True,-123.43601156489967,9,2023-04-20 02:00:00,SL,B_filtered
34,EMA_CROSS_BEAR,False,103.62659973727727,7,2023-04-20 21:00:00,TP1,B_filtered
34,EMA_CROSS_BEAR,False,207.25319947455247,27,2023-04-21 17:00:00,TP2,B_filtered
35,EMA_CROSS_BULL,True,-124.52713642120669,4,2023-05-01 05:00:00,SL,B_filtered
36,EMA_CROSS_BEAR,False,-126.06161714947757,3,2023-05-03 18:00:00,SL,B_filtered
37,EMA_CROSS_BULL,True,101.74767215581471,7,2023-05-04 08:00:00,TP1,B_filtered
37,EMA_CROSS_BULL,True,210.51242514996144,13,2023-05-04 14:00:00,TP2,B_filtered
38,EMA_CROSS_BULL,True,-124.81540021627848,3,2023-05-08 23:00:00,SL,B_filtered
39,EMA_CROSS_BEAR,False,-127.50518878272896,7,2023-05-09 07:00:00,SL,B_filtered
40,EMA_CROSS_BEAR,False,101.01407583611694,4,2023-05-11 08:00:00,TP1,B_filtered
40,EMA_CROSS_BEAR,False,0.4499999999995907,5,2023-05-11 09:00:00,SL,B_filtered
41,EMA_CROSS_BEAR,False,103.99664460666666,9,2023-05-19 18:00:00,TP1,B_filtered
